HS 2012 Product Code,HS 2012 Product Description,HS 2007 Product Code,HS 2007 Product Description
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed.",650400,"Hats & other headgear, plaited/made by assembling strips of any material, whether/not lined/trimmed"
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed.",650590,"Other hats & other headgear, knitted/crocheted,/made up from lace, felt/other textile fabric, whether/not lined/trimmed; other than hair-nets."
650610,Safety headgear,650610,"Safety headgear, whether/not lined/trimmed"
650691,Of rubber or of plastics,650691,"Headgear, other than safety headgear, of rubber/plastics, whether/not PURS/not lined/trimmed (excl. of 6506.10)"
650699,Of other materials,650699,"Headgear, other than safety headgear, of other materials, other than of rubber/plastics, whether/not PURS/not lined/trimmed (excl. of 6506.10)"
650700,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear.",650700,"Head-bands, linings, covers, hat foundations, hat frames, peaks & chinstraps, for headgear"
660110,Garden or similar umbrellas,660110,Garden/similar umbrellas
660191,Having a telescopic shaft,660191,"Umbrellas & sun umbrellas (excl. of 6601.10), having a telescopic shaft"
660199,Other,660199,"Umbrellas & sun umbrellas (excl. of 6601.10 & 6610.91), incl. walking-stick umbrellas"
660200,"Walking-sticks, seat-sticks, whips, riding-crops and the like.",660200,"Walking-sticks, seat-sticks, whips, riding-crops & the like"
660320,"Umbrella frames, including frames mounted on shafts (sticks)",660320,"Umbrella frames, incl. frames mounted on shafts (sticks)"
660390,Other,660390,"Other parts, trimmings & accessories of articles of heading 66.01/66.02., other than umbrella frames, incl. frames mounted on shafts (sticks)"
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (other than goods of heading 05.05 and worked quills and scapes).",670100,"Skins & other parts of birds with their feathers/down, feathers, parts of feathers, down & articles thereof (other than goods of 05.05 & worked quills & scapes)"
670210,Of plastics,670210,"Artificial flowers, foliage & fruit & parts thereof , of plastics; articles made of artificial flowers/foliage/fruit, of plastics"
670290,Of other materials,670290,"Artificial flowers, foliage & fruit & parts thereof , of materials other than plastics; articles made of artificial flowers/foliage/fruit, of materials other than plastics"
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like.",670300,"Human hair, dressed/thinned/bleached/othw. worked; wool/other animal hair/other textile materials, prepared for use in making wigs/the like"
670411,Complete wigs,670411,"Complete wigs, of synthetic textile materials"
670419,Other,670419,"Wigs other than complete wigs, false beards, eyebrows & eyelashes, switches & the like, of synthetic textile materials"
670420,Of human hair,670420,"Wigs, false beards, eyebrows & eyelashes, switches & the like, of human hair"
670490,Of other materials,670490,"Wigs, false beards, eyebrows & eyelashes, switches & the like, of animal hair/of textile materials (excl. synthetic textile materials).; articles of human hair, n.e.s."
680100,"Setts, curbstones and flagstones, of natural stone (except slate).",680100,"Setts, curbstones & flagstones, of natural stone (except slate)"
680210,"Tiles, cubes and similar articles, whether or not rectangular (including square), the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm; artificially coloured granules, chippings and powder",680210,"Tiles, cubes & similar articles, whether/not rectangular (including square), the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm; artificially coloured granules, chippings & powder"
680221,"Marble, travertine and alabaster",680221,"Worked monumental/building stone & articles thereof (excl. goods of 68.01), simply cut/sawn, with a flat/even surface (excl. of 6802.10), of marble, travertine & alabaster"
680223,Granite,680223,"Worked monumental/building stone & articles thereof (excl. goods of 68.01), simply cut/sawn, with a flat/even surface (excl. of 6802.10), of granite"
680229,Other stone,680229,"Worked monumental/building stone & articles thereof (excl. goods of 68.01), simply cut/sawn, with a flat/even surface (excl. of 6802.10), of other stone, other than of granite/marble/travertine/alabaster"
680291,"Marble, travertine and alabaster",680291,"Mosaic cubes & the like, of marble/travertine/alabaster, whether/not on a backing; artificially coloured granules, chippings & powder, of marble/travertine/alabaster"
680292,Other calcareous stone,680292,"Mosaic cubes & the like, of other calcareous stone...whether/not on a backing; artificially coloured granules, chippings & powder"
680293,Granite,680293,"Mosaic cubes & the like, of granite, whether/not on a backing; artificially coloured granules, chippings & powder, of granite"
680299,Other stone,680299,"Mosaic cubes & the like, of other natural stone, incl. slateàn.e.s. in heading 68.02, whether/not on a backing; artificially coloured granules, chippings & powder, "
680300,Worked slate and articles of slate or of agglomerated slate.,680300,Worked slate & articles of slate/agglomerated slate
680410,"Millstones and grindstones for milling, grinding or pulping",680410,"Millstones & grindstones for milling/grinding/pulping, without frameworks"
680421,Of agglomerated synthetic or natural diamond,680421,"Millstones, grindstones, grinding wheels & the like (excl. of 6804.10), without frameworks, of agglomerated synthetic/natural diamond"
680422,Of other agglomerated abrasives or of ceramics,680422,"Millstones, grindstones, grinding wheels & the like (excl. of 6804.10), without frameworks, of other agglomerated abrasives/of ceramics"
680423,Of natural stone,680423,"Millstones, grindstones, grinding wheels & the like (excl. of 6804.10), without frameworks, of natural stone"
680430,Hand sharpening or polishing stones,680430,Hand sharpening/polishing stones
680510,On a base of woven textile fabric only,680510,"Natural/artificial abrasive powder/grain, on a base of woven textile fabric only, whether/not cut to shape/sewn/othw. made up"
680520,On a base of paper or paperboard only,680520,"Natural/artificial abrasive powder/grain, on a base of paper/paperboard only, whether/not cut to shape/sewn/othw. made up"
680530,On a base of other materials,680530,"Natural/artificial abrasive powder/grain, on a base of other materials (excl. of 6805.10 & 6805.20), whether/not cut to shape/sewn/othw. made up"
680610,"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls",680610,"Slag wool, rock wool & similar mineral wools (incl. intermixtures thereof ), in bulk/sheets/rolls"
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)",680620,"Exfoliated vermiculite, expanded clays, foamed slag & similar expanded mineral materials (incl. intermixtures thereof )"
680690,Other,680690,Mixtures & articles of heat-insulating/sound-insulating/sound-absorbing mineral materials (excl. of 68.11/68.12/Ch.69)
680710,In rolls,680710,"Articles of asphalt/similar material (e.g., petroleum bitumen/coal tar pitch), in rolls"
680790,Other,680790,"Articles of asphalt/similar material (e.g., petroleum bitumen/coal tar pitch), other than in rolls"
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders.",680800,"Panels, boards, tiles, blocks & similar articles of vegetable fibre/straw/shavings/chips/particles/sawdust/other waste, of wood, agglomerated with cement/plaster/other mineral binders"
680911,Faced or reinforced with paper or paperboard only,680911,"Boards, sheets, panels, tiles & similar articles, not ornamented, of plaster/of compositions based on plaster, faced/reinforcededed with paper/paperboard only"
680919,Other,680919,"Boards, sheets, panels, tiles & similar articles, not ornamented, of plaster/of compositions based on plaster, n.e.s. in 68.09"
680990,Other articles,680990,Articles of plaster/of compositions based on plaster (excl. of 6808.11 & 6808.19)
681011,Building blocks and bricks,681011,"Building blocks & bricks, of cement/concrete/artificial stone, whether/not reinforcededed"
681019,Other,681019,"Tiles, flagstones & similar articles (excl. building blocks & bricks), of cement/concrete/artificial stone, whether/not reinforcededed"
681091,Prefabricated structural components for building or civil engineering,681091,"Prefabricated structural components for building/civil engineering, of cement/concrete/artificial stone, whether/not reinforcededed"
681099,Other,681099,"Articles of cement/concrete/artificial stone, whether/not reinforcededed (excl. of 6810.11-6810.91)"
681140,Containing asbestos,681140,"Articles of asbestos-cement, of cellulose fibre-cement/the like, containing asbestos."
681181,Corrugated sheets,681181,"Corrugated sheets, not containing asbestos."
681182,"Other sheets, panels, tiles and similar articles",681182,"Other sheets, panels, tiles & similar articles, other than corrugated sheets, not containing asbestos."
681189,Other articles,681189,"Other articles of asbestos-cement, of cellulose fibre-cement/the like, not containing asbestos, other than corrugated sheets/tubes/pipes/pipe fittings."
681280,Of crocidolite,681280,"Fabricated asbestos fibres; mixtures with a basis of asbestos/with a basis of asbestos & magnesium carbonate; articles of such mixtures/of asbestos (eg. thread, woven fabric, clothing, headgear, footwear, gaskets), whether/not reinforcededed, other than"
681291,"Clothing, clothing accessories, footwear and headgear",681291,"Other fabricated asbestos fibres; mixtures with a basis of asbestos/with a basis of asbestos & magnesium carbonate; articles of such mixtures/of asbestos (eg. thread, woven fabric, clothing, headgear, footwear, gaskets), whether/not reinforcededed, other"
681292,"Paper, millboard and felt",681292,"Other fabricated asbestos fibres; mixtures with a basis of asbestos/with a basis of asbestos & magnesium carbonate; articles of such mixtures/of asbestos (eg. thread, woven fabric, clothing, headgear, footwear, gaskets), whether/not reinforcededed, other"
681293,"Compressed asbestos fibre jointing, in sheets or rolls",681293,"Other fabricated asbestos fibres; mixtures with a basis of asbestos/with a basis of asbestos & magnesium carbonate; articles of such mixtures/of asbestos (eg. thread, woven fabric, clothing, headgear, footwear, gaskets), whether/not reinforcededed, other"
681299,Other,681299,"Other fabricated asbestos fibres; mixtures with a basis of asbestos/with a basis of asbestos & magnesium carbonate; articles of such mixtures/of asbestos (eg. thread, woven fabric, clothing, headgear, footwear, gaskets), whether/not reinforcededed, other"
681320,Containing asbestos,681320,"Friction material & articles thereof (eg. sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches/the like, with a basis of asbestos, of other mineral substances/of cellulose, whether/not combined with textile/other"
681381,Brake linings and pads,681381,"Friction material & articles thereof (eg. sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches/the like, with a basis of asbestos, of other mineral substances/of cellulose, whether/not combined with textile/other"
681389,Other,681389,"Other friction material & articles thereof (eg. sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches/the like, with a basis of asbestos, of other mineral substances/of cellulose, whether/not combined with textile/"
