HS - Combined  Product Code,HS - Combined  Product Description,HS 2017 Product Code,HS 2017 Product Description
370199,370199 --  -- Other,370199,"Photographic plates and film; (for other than colour photography), in the flat, sensitised, unexposed, with no side exceeding 255mm, of any material other than paper, paperboard or textiles"
370210,370210 --  - For X-ray,370210,"Photographic film; for x-rays, in rolls, sensitised and unexposed (other than of paper, paperboard or textiles)"
370231,370231 --  -- For colour photography (polychrome),370231,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, without sprocket holes, of a width not exceeding 105mm (other than of paper, paperboard or textiles)"
370232,"370232 --  -- Other, with silver halide emulsion",370232,"Photographic film; in rolls, with silver halide emulsion, sensitised, unexposed, without sprocket holes, of a width not exceeding 105mm (other than of paper, paperboard or textiles)"
370239,370239 --  -- Other,370239,"Photographic film; in rolls, (other than with silver halide emulsion and for colour photography), sensitised, unexposed, without sprocket holes, of a width not exceeding 105mm (other than of paper, paperboard or textiles)"
370241,"370241 --  -- Of a width exceeding 610 mm and of a length exceeding 200 m, for colour photography (polychrome)",370241,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, without sprocket holes, of a width exceeding 610mm and of a length exceeding 200m (other than of paper, paperboard or textiles)"
370242,"370242 --  -- Of a width exceeding 610 mm and of a length exceeding 200 m, other than for colour photography",370242,"Photographic film; in rolls, (other than for colour photography), sensitised, unexposed, without sprocket holes, of a width exceeding 610mm and of a length exceeding 200m (other than of paper, paperboard or textiles)"
370243,370243 --  -- Of a width exceeding 610 mm and of a length not exceeding 200 m,370243,"Photographic film; in rolls, sensitised, unexposed, without sprocket holes, of a width exceeding 610mm and of a length not exceeding 200m (other than of paper, paperboard or textiles)"
370244,370244 --  -- Of a width exceeding 105 mm but not exceeding 610 mm,370244,"Photographic film; in rolls, sensitised, unexposed, without sprocket holes, of a width exceeding 105mm but not exceeding 610mm (other than of paper, paperboard or textiles)"
370252,370252 --  -- Of a width not exceeding 16 mm,370252,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width not exceeding 16mm (other than of paper, paperboard or textiles)"
370253,"370253 --  -- Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m, for slides",370253,"Photographic film; for colour photography (polychrome) slides, in rolls, sensitised, unexposed, of a width exceeding 16mm but not exceeding 35mm and of a length not exceeding 30m (other than of paper, paperboard or textiles)"
370254,"370254 --  -- Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m, other than for slides",370254,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 16mm but not 35mm and of a length not exceeding 30m, excluding film for slides (other than of paper, paperboard or textiles)"
370255,370255 --  -- Of a width exceeding 16 mm but not exceeding 35 mm and of a length exceeding 30 m,370255,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 16mm but not 35mm and of a length exceeding 30m (other than of paper, paperboard or textiles)"
370256,370256 --  -- Of a width exceeding 35 mm,370256,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 35mm (other than of paper, paperboard or textiles)"
370296,370296 -- (2012-) -- Of a width not exceeding 35 mm and of a length not exceeding 30 m,370296,"Photographic film; other than for colour photography, in rolls, sensitised, unexposed, of a width not exceeding 35mm and of a length not exceeding 30m (other than of paper, paperboard or textiles)"
370297,370297 -- (2012-) -- Of a width not exceeding 35 mm and of a length exceeding 30 m,370297,"Photographic film; other than for colour photography, in rolls, sensitised, unexposed, of a width not exceeding 35mm and of a length exceeding 30m (other than paper, paperboard or textiles)"
370298,370298 -- (2012-) -- Of a width exceeding 35 mm,370298,"Photographic film; other than for colour photography, in rolls, sensitised, unexposed, of a width exceeding 35mm (other than of paper, paperboard or textiles)"
370310,370310 --  - In rolls of a width exceeding 610 mm,370310,"Photographic paper, paperboard and textiles; in rolls, sensitised, unexposed, of a width exceeding 610mm"
370320,"370320 --  - Other, for colour photography (polychrome)",370320,"Photographic paper, paperboard and textiles; for colour photography (polychrome), (other than in rolls of a width exceeding 610mm), sensitised, unexposed"
370390,370390 --  - Other,370390,"Photographic paper, paperboard and textiles; (for other than colour photography, other than in rolls of a width exceeding 610mm), sensitised, unexposed"
370400,"370400 --  Photographic plates, film, paper, paperboard and textiles, exposed but not developed",370400,"Photographic plates, film, paper, paperboard and textiles; exposed but not developed"
370500,"370500 -- (2017-) Photographic plates and film, exposed and developed, other than cinematographic film",370500,"Photographic plates and film; exposed and developed, other than cinematographic film"
370610,370610 --  - Of a width of 35 mm or more,370610,"Cinematographic film; exposed and developed, whether or not incorporating sound track or consisting only of sound track, of a width of 35cm or more"
370690,370690 --  - Other,370690,"Cinematographic film; exposed and developed, whether or not incorporating a sound track or consisting only of sound track, of a width less than 35mm"
370710,370710 --  - Sensitising emulsions,370710,"Photographic goods; sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use"
370790,370790 --  - Other,370790,"Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use"
380110,380110 --  - Artificial graphite,380110,Graphite; artificial
380120,380120 --  - Colloidal or semi-colloidal graphite,380120,Graphite; colloidal or semi-colloidal
380130,380130 --  - Carbonaceous pastes for electrodes and similar pastes for furnace linings,380130,Carbonaceous pastes; for electrodes and similar pastes for furnace linings
380190,380190 --  - Other,380190,"Graphite or other carbon based preparations; in the form of pastes, blocks, plates or other semi-manufactures"
380210,380210 --  - Activated carbon,380210,Carbon; activated
380290,380290 --  - Other,380290,"Chemical products; activated natural mineral products, animal black, including spent animal black"
380300,"380300 --  Tall oil, whether or not refined",380300,"Chemical products; tall oil, whether or not refined"
380400,"380400 --  Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates, but excluding tall oil of heading 3803",380400,"Lyes, residual; from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates but excluding tall oil of heading no. 3803"
380510,"380510 --  - Gum, wood or sulphate turpentine oils",380510,"Terpenic oils; gum, wood or sulphate turpentine oils"
380590,380590 --  - Other,380590,"Terpenic oils; produced by the treatment of coniferous woods, crude dipentene, sulphite turpentine and other crude para-cymene, n.e.c. in heading no. 3805"
380610,380610 --  - Rosin and resin acids,380610,Rosin and resin acids
380620,"380620 --  - Salts of rosin, of resin acids or of derivatives of rosin or resin acids, other than salts of rosin adducts",380620,"Rosin and resin; salts of rosin, of resin acids or of derivatives of rosin or resin acids, other than salts of rosin adducts"
380630,380630 --  - Ester gums,380630,Ester gums
380690,380690 --  - Other,380690,"Rosin; spirit and oils, n.e.c. in heading no. 3806"
380700,"380700 --  Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch",380700,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch"
380852,"380852 -- (2017-) -- DDT (ISO) (clofenotane (INN)), in packings of a net weight content not exceeding 300 g",380852,"Insecticides and the like; containing goods specified in Subheading Note 1 to this Chapter; for retail sale or as preparations or articles; DDT (ISO) (clofenotane (INN)), in packings of 300g or less"
